numpoliza,numorden,rutbeneficiario,dvrutbeneficiario,apellidopaterno,apellidomaterno,nombres,sexo,tipobeneficiario,situacioninvalidez,fechanacimiento,edad,numdependentes,fechafallecimiento,fechainvalidez,derechopension,requisitopension,relacionhijomadre,fechanacimientohijomenor,derechoacrecer,porcentajepension,pensionpersona
68783996,1916089924,15234999,6,Russell,Russell,Eryn,F,35,P,19881203,33,4,,,10,2,0,,SI,0.23,0.22
66339340,1936777262,25480843,5,Dixon,Dixon,Jocelyn,F,20,T,19860805,36,6,,,90,8,1,,SI,0.99,0.35
52311247,1179240822,20104349,4,Shields,Shields,Rick,M,11,P,19770806,45,4,,,20,8,4,,NO,0.64,0.08
52894623,1927874673,18412043,3,Wooldridge,Wooldridge,Elly,F,52,T,19700106,52,3,,,20,3,1,,NO,0.53,0.49
62102463,1049635470,11526794,6,Vangness,Vangness,Mona,F,51,T,19930114,29,0,,,20,2,0,,NO,0.68,0.77
89301084,2129714324,10163220,7,Gaynor,Gaynor,Sasha,F,20,P,19920421,30,0,,,90,2,0,,NO,0.57,0.37
71906498,1369645634,20212958,3,Bullock,Bullock,Liam,M,21,N,20071228,14,3,,,20,6,4,,SI,0.96,0.2
54125998,1550700205,26410077,1,Kirby,Kirby,Alma,F,21,P,19980905,24,2,,,10,2,2,,SI,0.04,0.69
17344188,1307110056,26391879,5,Flynn,Flynn,Norah,F,,N,19811001,41,6,,,10,5,0,,NO,0.78,0.8
26817712,1912323802,19896006,7,Collis,Collis,Christy,F,20,N,19980702,24,3,,,20,5,2,,NO,0.72,0.45
15226273,1709303451,7439917,6,Walter,Walter,Bryon,M,50,T,19900514,32,3,,,90,6,3,,SI,0.57,0.34
57756437,1646422698,14315093,5,Rycroft,Rycroft,Britney,F,77,N,19860831,36,2,,,10,4,2,,SI,0.89,0.03
39539136,1296398484,18098186,6,Kennedy,Kennedy,Eduardo,M,30,N,20010323,21,4,,,20,6,4,,SI,0.97,0.16
6026550,1930709529,9332578,8,Higgs,Higgs,Domenic,M,51,T,19810331,41,3,,,20,3,2,,NO,0.37,0.17
78243897,1062077116,9346214,5,Whitmore,Whitmore,Carina,F,42,P,20050930,17,5,,,90,3,1,,NO,0.34,0.32
2948983,1337721241,10004669,8,Long,Long,Oliver,M,10,T,19760527,46,4,,,10,8,3,,SI,0.63,0.24
99340265,2099892772,22748224,1,Denton,Denton,Chris,M,51,N,19960121,26,3,,,10,7,4,,SI,0.26,0.22
22492877,1744685761,25226637,3,Andersson,Andersson,Maxwell,M,35,N,19750413,47,2,,,10,7,2,,NO,0.28,0.71
92708142,1323531826,25899399,2,Dixon,Dixon,Percy,M,42,P,19790316,43,6,,,10,8,4,,NO,0.95,0.44
30162252,1145082178,12837291,5,Ebbs,Ebbs,Jasmine,F,42,N,19720624,50,3,,,10,2,0,,NO,0.27,0.49
85086359,1373552795,25328876,1,Emmott,Emmott,Boris,M,35,T,19931201,28,5,,,90,1,4,,NO,0.65,0.92
76783011,1754033042,24808042,8,Selby,Selby,Katelyn,F,20,P,19831123,38,0,,,90,5,1,,NO,0.11,0.5
84189786,1493103148,14001614,4,Neville,Neville,Leroy,M,35,T,19740909,48,6,,,20,8,1,,NO,1,0.19
6147294,1004667985,25204094,2,Rainford,Rainford,Emma,F,35,N,19890628,33,2,,,10,3,0,,SI,0.49,0.74
33492795,1506916595,18726218,5,Walter,Walter,Chelsea,F,51,P,19770718,45,3,,,20,8,3,,NO,0.11,0.61
42765386,2119954517,18857300,8,Stanton,Stanton,Sage,F,21,N,20010313,21,5,,,20,8,0,,SI,0.23,0.95
98583061,1582623189,16993338,6,Lane,Lane,Mark,M,50,T,19940909,28,0,,,10,5,1,,NO,0.83,0.36
37593843,1889157597,11939782,1,Thatcher,Thatcher,Benjamin,M,35,T,19690803,53,3,,,90,7,3,,NO,0.25,0.59
41717568,2098623509,20451740,1,Brooks,Brooks,Cedrick,M,52,P,20000120,22,2,,,90,8,0,,SI,0.45,0.95
60989034,1871072751,22745033,5,Sloan,Sloan,Luke,M,35,N,19920406,30,0,,,90,8,0,,SI,0.4,0.96
152330,1848053594,20082473,5,Wood,Wood,Barry,M,51,P,19990816,23,6,,,10,7,3,,NO,0.07,0.68
89878165,1768567616,25929609,1,King,King,Gil,M,10,T,19741208,47,3,,,10,6,0,,NO,0.01,0.42
20946469,2136925378,24558630,5,Graham,Graham,Alan,M,51,P,19901128,31,6,,,10,1,2,,NO,0.09,0.31
56090736,1115530480,16231168,3,Selby,Selby,Caleb,M,30,P,19711019,51,0,,,90,3,4,,SI,0.26,0.69
63173097,1073443638,18923345,4,Kennedy,Kennedy,Freya,F,21,T,19820606,40,0,,,10,1,1,,SI,0.5,0.8
52576197,1890400369,22384604,7,Selby,Selby,Clint,M,20,N,19740526,48,3,,,10,7,1,,SI,0.79,0.26
87258613,2144811184,23607893,1,Nicholls,Nicholls,Bart,M,30,P,19870124,35,6,,,90,8,3,,SI,0.62,0.18
38708241,2034693612,7343176,6,Wright,Wright,Matthew,M,51,P,19900129,32,4,,,10,2,4,,SI,0.33,0.65
34068565,1845456767,24817545,7,Moore,Moore,Esmeralda,F,,N,19980613,24,5,,,10,4,3,,SI,0.78,0.52
96464831,1995291025,10291354,1,Hamilton,Hamilton,Bernadette,F,77,P,19690608,53,4,,,90,1,0,,NO,0.94,0.78
35123633,1619439502,20194701,4,Adler,Adler,Vanessa,F,30,T,19901009,32,3,,,20,4,1,,SI,0.33,0.85
78367010,1221933602,17951960,3,Hunter,Hunter,Abdul,M,42,P,19890405,33,1,,,10,8,3,,NO,0.43,0.04
8987571,1390321672,19269969,4,Heaton,Heaton,Caitlyn,F,10,N,19860120,36,3,,,90,5,1,,SI,0.52,0.45
80479707,1957930672,21765925,7,Murphy,Murphy,Emery,F,41,N,19940227,28,1,,,90,4,4,,SI,0.04,0.96
72495474,1233785749,14971433,8,Price,Price,Sage,F,20,P,20040903,18,5,,,20,4,3,,SI,0.5,0.26
90680169,1447138011,13036779,3,Appleton,Appleton,Joseph,M,42,T,20020709,20,2,,,10,1,2,,NO,0.72,0.23
43258444,1495710375,9851573,8,Redfern,Redfern,Erick,M,42,N,20021015,20,4,,,90,6,0,,SI,0.46,0.69
81068270,1511067558,9692677,8,Newton,Newton,Matt,M,51,N,20031211,18,2,,,10,6,4,,SI,0.45,0.57
57588560,1895853960,14960712,8,Lloyd,Lloyd,Jacob,M,51,N,20070402,15,4,,,20,5,0,,NO,0.55,0.63
77960777,1360488115,18047719,2,Archer,Archer,Mackenzie,F,50,T,19870803,35,3,,,20,8,4,,NO,0.47,0.85
8270281,1503056749,21625473,1,Archer,Archer,Leah,F,30,P,19841126,37,1,,,10,7,2,,SI,0.44,0.21
63594883,1062941273,13626211,6,Campbell,Campbell,Javier,M,77,N,19690125,53,0,,,90,1,1,,NO,0.32,0.26
17317695,1098879835,15262622,1,Amstead,Amstead,Taylor,F,51,N,19840329,38,1,,,90,7,2,,NO,0.05,0.01
98249730,1888982152,8128755,2,Nelson,Nelson,Estrella,F,77,T,19800802,42,6,,,10,6,4,,NO,0.62,0.02
10978788,1285860513,23107674,8,Brooks,Brooks,Sebastian,M,51,T,19681119,54,0,,,10,2,3,,SI,0.89,1
13361996,1149299866,16997610,5,Weasley,Weasley,Maxwell,M,41,N,20031201,18,1,,,20,2,3,,SI,0.81,0.27
36885824,1249733855,18819664,1,Bayliss,Bayliss,Moira,F,30,N,20040510,18,5,,,20,5,3,,NO,0.76,0.03
71575191,1733644432,15295667,6,Johnson,Johnson,Barry,M,35,N,19750315,47,3,,,10,6,1,,NO,0.5,0.95
91759569,1660243038,23145961,8,Flanders,Flanders,Sarah,F,30,P,19961211,25,6,,,20,1,3,,NO,0.92,0.23
16051598,2125027602,9576489,8,Griffiths,Griffiths,Harvey,M,20,P,19920826,30,3,,,90,2,3,,SI,0.71,0.45
53009745,2089007158,13890401,5,Booth,Booth,Jamie,F,20,T,19780609,44,6,,,20,4,4,,SI,0.71,0.27
91383415,1923450212,19163697,1,Higgs,Higgs,Enoch,M,11,T,19850516,37,5,,,10,7,2,,NO,0.6,0.49
14907851,1963662652,11069042,6,Milner,Milner,Amelia,F,50,T,20040718,18,3,,,20,4,3,,NO,0.89,0.59
44649767,2096167636,22705559,8,Ventura,Ventura,Rosemary,F,52,N,19811217,40,2,,,20,2,0,,SI,0.71,0.46
19524784,1836605161,23146052,2,Spencer,Spencer,Carter,M,10,N,19811220,40,4,,,90,1,0,,NO,0.3,0.1
76403221,1463115809,27045908,7,Lane,Lane,Daron,M,50,N,19820826,40,3,,,20,5,3,,NO,0.59,0.67
86853597,1780040004,18185600,1,Garcia,Garcia,Benny,M,51,P,19910107,31,0,,,20,4,3,,NO,0.26,0.7
25432671,1276099953,16267964,6,Cavanagh,Cavanagh,Stella,F,10,P,19740823,48,3,,,10,3,1,,NO,0.57,0.32
31531553,1271210582,26262865,4,Dempsey,Dempsey,Alexander,M,77,T,19810421,41,0,,,90,5,2,,SI,0.71,0.77
44950751,1497159075,12838162,1,Carson,Carson,Morgan,F,41,P,19990410,23,2,,,90,7,4,,SI,0.12,0.43
574636,1387188777,16554610,3,Hall,Hall,Ember,F,,N,19921031,30,6,,,20,7,2,,SI,0.97,0.17
53983610,1051999641,21219819,3,Squire,Squire,Harvey,M,,P,19730422,49,3,,,90,2,0,,SI,0.02,0.43
20399758,1000485270,27530498,4,Cattell,Cattell,Ramon,M,10,N,19840709,38,2,,,10,5,2,,NO,0.74,0.48
51797886,1380798003,10468578,1,Blackwall,Blackwall,Macy,F,20,P,19700815,52,2,,,90,5,4,,SI,0.52,0.53
50647414,1644711140,21663127,8,Waterson,Waterson,Barry,M,20,P,19921201,29,0,,,10,5,1,,SI,0.46,0.49
38262544,1055288273,17347457,3,Alexander,Alexander,Tom,M,52,N,19860412,36,3,,,90,2,1,,SI,0.27,0.02
99635958,1944059154,20126463,1,Hunt,Hunt,Marilyn,F,41,P,19730101,49,5,,,90,4,1,,SI,0.47,0.37
71755379,1022013491,14209564,2,Lynn,Lynn,Melody,F,35,P,19740228,48,0,,,20,8,1,,NO,0.63,0.93
7172406,1873712496,20725322,6,Willis,Willis,Camellia,F,,P,19941022,28,0,,,90,6,2,,NO,0.74,0.48
30295696,1757649824,14421485,3,Powell,Powell,Lucas,M,,N,19810709,41,0,,,90,4,2,,SI,0.39,0.42
87548910,1077447177,17703570,7,Pitt,Pitt,Phillip,M,35,P,20020210,20,2,,,20,3,1,,NO,0.78,0.91
81881207,1832410720,7375716,4,Walker,Walker,Johnny,M,10,N,20060210,16,6,,,90,8,2,,NO,0.2,0.71
38903255,1916265737,20575395,4,Thatcher,Thatcher,Chris,M,41,N,19751008,47,3,,,10,8,4,,NO,0.07,0.97
36366584,1996822853,27363306,2,Aldridge,Aldridge,Dasha,F,51,P,19810814,41,6,,,10,2,3,,SI,0.48,0.51
46153441,1201928439,22495447,6,Fields,Fields,Rose,F,50,P,20020124,20,3,,,10,1,4,,SI,0.82,0.46
1431676,1480912701,18411342,7,Sherwood,Sherwood,Molly,F,10,P,19910917,31,6,,,20,6,2,,NO,0.72,0.33
47593330,1720966987,21060573,1,Tailor,Tailor,Peyton,F,10,P,19700402,52,6,,,20,6,4,,NO,0.9,0.99
20393926,2059093890,20974858,4,Fisher,Fisher,Noah,M,51,N,19900925,32,3,,,20,2,0,,SI,0.26,0.33
10812272,1399437602,24985629,3,Sanchez,Sanchez,Aiden,M,21,P,19970209,25,0,,,90,2,1,,SI,0.63,0.25
24068327,1933869942,10875926,6,Lomax,Lomax,Brad,M,35,P,19950921,27,5,,,20,4,4,,NO,0.49,0.35
90478161,1399993604,17747430,7,Cadman,Cadman,Jennifer,F,77,P,19870120,35,0,,,20,2,3,,NO,0.98,0.04
34338297,2070224253,22968211,2,Tyler,Tyler,Sage,F,10,P,20061123,15,0,,,20,7,4,,NO,0.65,0.64
87964075,1842383162,15079723,2,Mcgee,Mcgee,Nate,M,51,N,19980205,24,3,,,10,4,2,,NO,0.53,0.6
44487498,1168268592,15175975,7,Lomax,Lomax,Parker,F,11,N,19781224,43,2,,,20,8,0,,NO,0.14,0.99
30932666,2107735702,20853128,7,Addison,Addison,Ruth,F,11,N,19921227,29,5,,,20,7,0,,SI,0.83,0.81
16502403,1570281627,27844792,5,Doherty,Doherty,Joy,F,20,N,20060121,16,1,,,20,3,4,,NO,0.77,0.24
27793350,1904962240,10745803,2,Parker,Parker,Michael,M,35,N,19980125,24,2,,,10,3,4,,SI,0.69,0.26
19536980,1362829162,20510620,7,Reid,Reid,Roger,M,51,T,19851004,37,1,,,90,8,4,,SI,0.89,0.14
13705517,2142711971,23571820,2,Sylvester,Sylvester,Juliet,F,52,P,19860423,36,1,,,10,8,3,,NO,0.92,0.14
87609874,1732339796,27617839,1,Ebden,Ebden,Sarah,F,,N,20020929,20,4,,,10,2,1,,SI,0.41,0.1
99262059,1468335103,11309273,1,Murray,Murray,Jack,M,,N,19760229,46,6,,,20,1,1,,SI,0.6,0.41
38998819,1177701200,22958945,4,Irwin,Irwin,Chanelle,F,21,P,19740808,48,2,,,10,6,3,,SI,0.99,0.9
99693699,1780021523,16069445,8,Harper,Harper,Noah,M,50,T,19970322,25,5,,,10,7,1,,NO,0.64,0.55
26079417,1269573819,13722123,3,Saunders,Saunders,Julian,M,52,T,19760523,46,5,,,20,3,3,,SI,0.87,0.77
10458963,2106488622,8126320,4,Funnell,Funnell,Felicity,F,,P,20071123,14,3,,,10,6,4,,NO,0.32,0.33
5866466,1785264817,25299767,4,Hancock,Hancock,David,M,20,P,20070918,15,3,,,20,6,1,,SI,0.07,0.83
41791437,1249972945,18602444,5,Abbot,Abbot,Holly,F,41,T,19950528,27,3,,,20,2,1,,NO,0.24,0.71
47805981,1268622673,12280283,5,Richardson,Richardson,Evelynn,F,42,N,19860107,36,4,,,10,5,1,,SI,0.27,0.99
66711369,1586244693,25051206,7,Jones,Jones,Stacy,F,77,T,19820122,40,3,,,20,5,2,,NO,0.54,0.15
40031751,1200576291,13259444,6,Farmer,Farmer,Greta,F,11,P,19830916,39,4,,,20,1,3,,SI,0.79,0.44
84115735,1710913697,16407659,3,Redwood,Redwood,Hope,F,,T,19991028,23,6,,,10,7,2,,NO,0.25,0.67
20721639,1432384497,7324073,1,Jarrett,Jarrett,Ethan,M,10,P,19921112,30,0,,,10,6,2,,NO,0.79,0.79
65129038,2099640122,24098922,2,Harrison,Harrison,Janelle,F,50,T,19741209,47,2,,,20,7,0,,NO,0.5,0.45
59506236,1960283649,8134316,4,Bentley,Bentley,Phoebe,F,,P,19980429,24,1,,,20,6,3,,SI,0.48,0.97
78845983,1452783305,18222682,1,Thompson,Thompson,Gladys,F,10,N,19720514,50,2,,,10,6,0,,NO,0.61,0.04
28250663,1697614931,27541694,4,Warren,Warren,Noemi,F,52,P,19980402,24,5,,,10,3,3,,NO,0.95,0.45
8347872,1075271748,7653478,3,Strong,Strong,Carter,M,30,P,19741106,48,5,,,90,4,2,,SI,0.91,0.34
62495394,1929381228,18910168,1,Mccall,Mccall,Aurelia,F,41,N,19720219,50,2,,,10,7,2,,SI,0.4,0.29
80448907,1301032638,22668549,6,Broomfield,Broomfield,Georgia,F,10,T,19930303,29,4,,,20,7,2,,SI,0.87,0.08
82922706,1597702990,13144841,1,Porter,Porter,Ramon,M,,N,20000313,22,4,,,90,1,1,,SI,0.23,0.79
29325701,2011216735,19414599,1,Khan,Khan,Daniel,M,35,T,19860220,36,2,,,90,4,3,,NO,0.42,0.36
90006198,1596355933,27231754,3,Higgs,Higgs,Johnathan,M,21,P,19800328,42,6,,,20,7,0,,SI,0.82,0.56
41601168,1278064081,20164773,8,Greenwood,Greenwood,Alexa,F,20,N,19720930,50,1,,,90,6,4,,SI,0.32,0.45
9589377,1378286796,25757717,7,Townend,Townend,Jayden,M,10,P,19750723,47,6,,,90,1,4,,NO,0.04,0.09
84652009,1317865381,26872647,6,Quinton,Quinton,Matt,M,20,P,20010603,21,5,,,90,4,4,,SI,0.59,0.92
13506501,1600649489,9913915,6,Norton,Norton,Mike,M,30,P,19880909,34,3,,,90,8,3,,NO,0.24,0.51
74169056,1171674018,10722772,3,Hilton,Hilton,Javier,M,11,P,20060718,16,5,,,10,2,0,,SI,0.44,0.69
95706675,1823235303,21751826,4,Bennett,Bennett,Alessandra,F,,T,19921020,30,0,,,20,1,3,,NO,0.89,0.2
67459476,2109608276,12664978,7,Mccormick,Mccormick,Denis,M,52,P,19800124,42,6,,,90,1,0,,SI,0.15,0.86
40730509,1048384301,16140782,8,Stark,Stark,Ron,M,41,T,19941031,28,3,,,20,7,2,,SI,0.76,0.64
43936707,1797968214,21531508,8,Varley,Varley,Josh,M,42,T,20020401,20,6,,,20,3,4,,SI,0.28,0.5
48153152,1281648997,18127462,7,Watt,Watt,Sasha,F,50,N,19781212,43,5,,,10,7,1,,SI,0.07,0.83
15665933,1824341660,11924430,4,Mccall,Mccall,Chad,M,30,T,19760530,46,3,,,90,2,3,,SI,0.54,0.74
31951736,2049354176,20670359,3,Gordon,Gordon,Hayden,M,11,P,19960420,26,2,,,90,6,3,,SI,0.21,0.76
29975999,1293251715,9621117,5,Underhill,Underhill,Bart,M,77,P,20000301,22,1,,,10,5,4,,SI,0.02,0.88
46156319,1584348307,21772909,1,Murphy,Murphy,Noah,M,11,T,20060403,16,0,,,90,2,4,,NO,0.98,0.02
52433793,1234703422,22205688,5,Brooks,Brooks,Maddison,F,35,P,20010410,21,2,,,20,5,0,,SI,0.61,0.4
81609073,1687588539,8885337,2,Powell,Powell,Bart,M,77,P,19690705,53,1,,,10,4,4,,SI,0.68,0.14
38136148,1849323479,26922336,8,Page ,Page ,Daphne,F,41,N,19940115,28,4,,,90,7,4,,NO,0.1,0.66
79554860,1510413630,17354705,4,Shea,Shea,Caleb,M,50,P,19920418,30,0,,,10,8,2,,SI,0.79,0.96
55991512,1995333556,14515311,5,Vallins,Vallins,Bernadette,F,42,P,19990514,23,1,,,90,8,0,,SI,0.21,0.78
85452399,2025522877,23672997,6,Richardson,Richardson,Jacqueline,F,20,T,19840708,38,1,,,90,4,1,,SI,0.53,0.04
7931129,1510318683,25475801,6,Kidd,Kidd,Adalie,F,77,T,19780917,44,4,,,20,5,1,,NO,0.77,0.97
45662478,1881046798,16894803,1,Martin,Martin,Carmella,F,42,P,19940219,28,2,,,20,4,4,,NO,0.73,0.31
4962032,2119419031,15326563,5,Selby,Selby,Kenzie,F,,N,19710511,51,5,,,20,2,3,,NO,0.75,0.49
2091791,1704357948,25744201,1,Redwood,Redwood,Logan,F,11,T,19820918,40,2,,,20,1,4,,SI,0.93,0.03
55193970,1076555368,10593308,3,Rowan,Rowan,Jade,F,30,P,19741203,47,0,,,10,4,1,,SI,0.99,0.52
22458630,1180972407,8113234,8,Hilton,Hilton,Janice,F,35,T,19690408,53,0,,,10,2,3,,SI,0.91,0.24
48857658,1985786031,16483443,5,Jackson,Jackson,Cameron,F,21,N,19980903,24,2,,,90,7,1,,NO,0.04,0.96
56019799,1584778330,18400202,7,Lloyd,Lloyd,Camden,F,30,T,19920105,30,6,,,90,5,1,,SI,0.99,0.65
35924710,1893802798,8372891,6,Furnell,Furnell,Jack,M,11,N,19690123,53,4,,,10,4,2,,SI,0.53,0.19
37700856,2090740008,13231473,1,Underhill,Underhill,Carla,F,35,T,19940221,28,0,,,10,8,0,,NO,0.02,0.36
42870759,1579897136,16805678,7,Egerton,Egerton,Rocco,M,50,T,19930729,29,2,,,90,1,0,,SI,0.54,0.94
1115760,1080662336,15114690,7,Briggs,Briggs,Eileen,F,35,N,19851007,37,1,,,90,2,0,,NO,0.81,0.26
35936699,2050885773,16229338,4,Kirby,Kirby,Aiden,M,30,N,20050731,17,1,,,20,3,4,,NO,0.69,0.47
11947972,1056236369,11181305,8,Todd,Todd,Mason,M,77,T,20031119,19,0,,,10,7,0,,SI,0.88,0.66
60389941,1662949382,11940242,7,Ingram,Ingram,Angela,F,77,T,19900720,32,4,,,90,3,0,,SI,0.05,0.95
17356640,1194161288,14031901,7,Andrews,Andrews,Rosalyn,F,30,T,19800812,42,6,,,20,5,1,,SI,0.83,0.66
6985329,2024406144,20713800,4,Cowan,Cowan,Nicholas,M,10,P,20011008,21,3,,,20,2,3,,SI,0.59,0.78
94948471,1317135756,14177488,1,Gardner,Gardner,Domenic,M,41,N,20070622,15,0,,,10,5,3,,SI,0.85,0.62
29782079,1601346724,12254535,6,Cooper,Cooper,Melania,F,,T,19780121,44,4,,,20,8,0,,NO,0.7,0.51
51865133,1843755515,17327987,6,Wood,Wood,Bob,M,52,P,20020529,20,4,,,10,2,1,,SI,0.39,0.29
34545220,1811962975,22935700,8,Tennant,Tennant,Harry,M,42,P,19730409,49,5,,,20,1,4,,NO,0.54,0.99
86430881,1931139491,26625235,1,Poulton,Poulton,Destiny,F,21,T,19990131,23,1,,,20,8,4,,SI,0.3,0.3
96211926,1874465545,9595044,1,Pitt,Pitt,Scarlett,F,10,N,19770117,45,3,,,20,1,3,,SI,0.41,0.77
66518866,1471716105,7916903,5,Clifford,Clifford,Julian,M,10,T,19950803,27,2,,,10,8,2,,NO,0.36,0.32
88911925,1861278922,12867984,2,Chapman,Chapman,Emmanuelle,F,35,P,19941008,28,5,,,90,6,3,,NO,0.36,0.43
90881721,2066304466,14280048,3,Reese,Reese,Kaylee,F,20,N,19891103,33,1,,,10,7,4,,SI,0.09,0.71
59584642,1451820877,27862743,2,Partridge,Partridge,Kurt,M,52,N,19860714,36,3,,,90,3,0,,NO,0.17,0
5621175,1630697057,11662771,2,Rixon,Rixon,Eileen,F,51,N,19740930,48,2,,,20,3,3,,NO,0.07,0.76
92164343,2049736189,14781403,5,Hardwick,Hardwick,David,M,35,T,19960318,26,1,,,10,6,2,,SI,0.11,0.75
22348079,1438893135,8396358,1,Young,Young,Kimberly,F,77,N,20060222,16,1,,,20,1,0,,SI,0.92,0.94
78409273,1794709538,7337361,2,Dillon,Dillon,Rick,M,10,T,19770620,45,5,,,20,7,2,,NO,0.61,0.59
25876960,1993348661,7308258,5,Wilkinson,Wilkinson,Tara,F,21,T,19731218,48,0,,,20,7,1,,SI,0.41,0.29
95037874,1250781286,22811130,3,Ainsworth,Ainsworth,Irene,F,21,N,19721205,49,5,,,10,5,0,,SI,0.66,0.47
51966201,1895677968,12203017,5,Trent,Trent,Francesca,F,52,N,19990317,23,1,,,10,7,0,,SI,0.09,0.79
52371643,1583146061,17362007,4,Lindsay,Lindsay,Tess,F,42,N,20030216,19,6,,,90,6,4,,SI,0.23,0.7
69847313,1815837432,13889586,2,Snell,Snell,Elijah,M,35,T,19740125,48,4,,,10,7,0,,NO,0.35,0.3
97641147,1036341710,10020484,8,Yarwood,Yarwood,Elly,F,77,N,19831110,39,5,,,20,4,4,,NO,0.05,0.92
97859629,1232997068,22305542,2,Niles,Niles,Penny,F,11,N,20020607,20,4,,,90,5,1,,SI,0.35,0.09
80562777,1647462726,13201641,5,Donovan,Donovan,Lucas,M,77,T,19971115,25,0,,,10,6,4,,NO,0.74,0.14
80751216,1287103374,8665862,3,Booth,Booth,Wendy,F,11,N,19690318,53,2,,,90,4,0,,SI,0.13,0.16
39811378,1792998730,18747067,6,Cunningham,Cunningham,Gwenyth,F,51,P,19950926,27,2,,,20,4,1,,NO,0.18,0.02
84342868,1845321911,24905262,8,Garner,Garner,Anthony,M,77,N,19760617,46,6,,,90,3,0,,SI,0.8,0.24
90294262,1290057122,16596492,7,Abbot,Abbot,Lillian,F,20,T,19861017,36,2,,,10,5,0,,SI,0.61,0.16
54267010,1627247542,25967735,4,Willis,Willis,Rick,M,,N,19740725,48,5,,,10,4,1,,SI,0.12,0.09
58261580,1450183613,17637164,5,Selby,Selby,Bart,M,20,T,19790114,43,2,,,20,3,4,,SI,0.43,0.2
69761573,1000303598,8934754,5,Redden,Redden,Agnes,F,11,P,19990317,23,1,,,90,3,2,,NO,0.88,0.73
22040133,1047528425,24130124,6,Bullock,Bullock,Aisha,F,42,P,19960128,26,0,,,90,7,4,,NO,0.63,0.53
10932641,1574553485,15468515,7,Tobin,Tobin,Josh,M,50,P,19870806,35,2,,,90,6,1,,SI,0.8,0.39
2359639,2013778382,13947176,4,Wright,Wright,Jack,M,77,N,19770816,45,2,,,20,7,0,,NO,0.99,0.49
23164600,1945119779,23982764,4,Windsor,Windsor,Ramon,M,30,N,19770315,45,5,,,20,1,4,,SI,0.78,0.54
57174777,1901784706,15897763,8,Long,Long,Marie,F,51,P,19730630,49,4,,,20,7,3,,NO,0.44,0.61
53306422,1248507020,25815804,2,Warren,Warren,Helen,F,11,T,20061130,15,1,,,10,8,3,,NO,0.54,0.43
57219495,1934288035,18761878,4,Rehman,Rehman,Hayden,M,42,N,19721014,50,2,,,20,8,1,,SI,0.11,0.78
50466208,1776140701,22780618,8,Lewis,Lewis,Sebastian,M,,P,20010115,21,2,,,20,2,4,,NO,0.16,0.65
67714745,2121789996,27700251,3,Osman,Osman,Havana,F,51,N,20041230,17,4,,,90,3,3,,SI,0.76,0.63
73379144,1944480513,8199117,8,Lynn,Lynn,Owen,M,11,N,19700726,52,2,,,10,6,0,,SI,0.49,0.29
7691261,1594963615,9522243,3,Poole,Poole,Nathan,M,,N,19790307,43,5,,,10,5,1,,SI,0,1
11938989,1723702144,20777541,1,Thorpe,Thorpe,Estrella,F,42,T,19850904,37,2,,,20,5,2,,SI,0.21,0.49
65097509,1715539155,21624433,1,Brown,Brown,Raquel,F,10,N,19980625,24,5,,,10,6,2,,NO,0.08,0.89
17678287,1486914616,11470124,3,Rust,Rust,Sabrina,F,42,N,20010111,21,3,,,20,3,4,,SI,0.65,0.98
74016348,1488828368,8395006,2,Noon,Noon,Phillip,M,21,N,19690819,53,4,,,10,4,1,,SI,0.72,0.61
54374791,1512803992,21416822,1,Eyres,Eyres,Tara,F,20,N,19900725,32,0,,,10,3,2,,NO,0.4,0.95
91655021,1138715571,13537957,2,Bennett,Bennett,Bart,M,42,P,19840807,38,0,,,20,6,0,,NO,0.77,0.88
79233745,1065155615,11024716,1,John,John,Lynn,F,50,T,19870603,35,6,,,90,2,0,,SI,0.16,0.15
44150195,1275425480,20671940,3,Wilkinson,Wilkinson,Evie,F,35,P,19880917,34,5,,,20,3,1,,NO,0.57,0.91
96137935,1842172725,9083069,6,Reynolds,Reynolds,Bristol,F,11,P,19971001,25,0,,,20,2,1,,SI,0.07,0.18
80478354,1166211154,18691941,8,Brooks,Brooks,Manuel,M,20,P,19710306,51,3,,,10,4,4,,NO,0.26,0.07
1893742,1404428210,18139021,4,Neville,Neville,Emmanuelle,F,77,P,20011017,21,1,,,20,2,2,,SI,0.28,0.13
37024186,1469663764,9483439,4,Beal,Beal,David,M,11,P,19830101,39,0,,,10,6,1,,NO,0.06,0.8
44592074,1320547165,8864069,6,Michael,Michael,Ally,F,41,N,19721024,50,5,,,90,6,0,,NO,0.93,0.52
31926372,2044882233,12460975,6,Plumb,Plumb,Elena,F,35,T,19791221,42,4,,,20,6,0,,NO,0.03,0.45
85437258,1334768443,17292372,4,Wills,Wills,Domenic,M,11,N,19740518,48,5,,,90,5,2,,NO,0.75,0.38
97667858,1222721710,15333400,5,Dobson,Dobson,Melody,F,35,P,19950620,27,5,,,90,1,4,,SI,0.7,0.95
6391199,1957713979,23762314,4,Nielson,Nielson,Mike,M,20,T,20070721,15,2,,,90,6,1,,NO,0.45,0.79
41963790,1532582483,25624406,8,Wilson,Wilson,Helen,F,35,N,19691123,52,1,,,10,6,4,,SI,0.38,0.69
69233685,1206859566,12245756,2,Sanchez,Sanchez,Carter,M,51,T,19690814,53,6,,,90,3,1,,NO,0.85,0.7
7228670,1203995613,27266666,8,Dempsey,Dempsey,Hayden,M,11,N,20020819,20,2,,,20,5,2,,SI,0.52,0.95
